,Time,X,Y,Speed,New speed,Latitude,Longitude,Direction,dLambda,dPhi
69,2021-11-07 16:15:39,32.11762898777835,33.32310844375998,0.172,1.0398008499467095,46.1780352,6.1274425,10.519734890658606,1.022323960705007,0.18984079360961914
70,2021-11-07 16:15:41,32.24168252299013,32.97704638813238,0.098,0.42449691941361667,46.178026,6.1274449,18.434948822922006,0.40271313752159255,0.1342377125071975
71,2021-11-07 16:15:42,33.26917552861017,33.136557926748914,0.217,0.0,46.1780223,6.1274469,0.0,0.0,0.0
72,2021-11-07 16:15:43,33.675683891905386,33.258822333518395,0.285,0.391366822051765,46.178022,6.1274471,270.0,0.0,-0.39136682205177103
73,2021-11-07 16:15:44,33.675683891905386,33.258822333518395,0.262,0.328813899881054,46.1780217,6.127442,24.094842552110702,0.3001646503101673,0.1342377125071975
74,2021-11-07 16:15:45,33.664105037492746,32.86762683311816,0.536,0.3288138998810604,46.178019,6.1274437,335.9051574478893,0.3001646503101673,-0.1342377125071975
75,2021-11-07 16:15:46,33.96810980439303,32.99292520683822,0.62,0.5534762676084668,46.1780164,6.1274417,360.0,0.5534762676084723,0.0
76,2021-11-07 16:15:47,34.26417154269597,32.84986568122726,0.906,1.6385801034479732,46.1780114,6.1274425,135.19226915990242,-1.1625326917714527,1.1547564660906706
77,2021-11-07 16:15:48,34.81740552490132,32.83349070828016,2.238,2.299739240710776,46.1780218,6.1274575,132.89955085739626,-1.565467288207088,1.6846699216221868
78,2021-11-07 16:15:49,33.68954599206677,34.022136000034514,2.559,2.8491934715554037,46.1780359,6.1274794,120.49321842139234,-1.4457844103680015,2.4551193203367467
79,2021-11-07 16:15:50,32.174606099343464,35.75238387149702,3.045,3.4052485644917043,46.1780489,6.1275113,121.03049343227279,-1.755385869692825,2.917933898232723
80,2021-11-07 16:15:51,30.80209096407252,38.24920297623931,3.467,2.467930316925062,46.1780647,6.1275492,133.13402532070512,-1.6873418819397827,1.80098790186101
81,2021-11-07 16:15:52,29.133802583177804,41.21779383119802,2.323,1.31525559952423,46.1780799,6.1275726,184.13856453527788,-1.3118259832577888,-0.09492039680480957
82,2021-11-07 16:15:53,27.500482794377234,43.06791450745411,1.506,2.390034522042591,46.1780917,6.1275715,311.101991821611,1.5712121415982052,-1.80098790186101
83,2021-11-07 16:15:54,26.18642278101737,43.01184692886798,2.702,3.4850137118062374,46.1780776,6.1275481,351.56575320289994,3.44732272949888,-0.511161980352503
84,2021-11-07 16:15:55,27.703663665515048,41.16516203020117,3.205,3.7418386132717756,46.1780466,6.1275415,2.9081286131022,3.737019759227034,0.18984079360961914
85,2021-11-07 16:15:56,31.13435424632786,40.552232417439875,3.642,3.7550585756812023,46.178013,6.127544,11.480781204466131,3.6799255752749778,0.7474039518453965
86,2021-11-07 16:15:57,34.875354686660316,40.63142782894862,3.649,3.7896901557983367,46.1779799,6.1275537,28.374557459313902,3.3343956055490866,1.80098790186101
87,2021-11-07 16:15:58,38.575781822534395,41.26963149462569,3.77,3.6169528986916637,46.1779499,6.1275771,26.93810906754507,3.2245005064255197,1.6385801034479825
88,2021-11-07 16:15:59,41.96200124504946,42.97118064159047,3.529,3.5171817716343527,46.1779209,6.1275984,31.694707998702942,2.9926280155083043,1.847902912902026
89,2021-11-07 16:16:00,45.23356872974506,44.51364440597411,3.285,4.5532118180214,46.177894,6.1276224,45.1120520057464,3.2133042903064393,3.2258973011656793
90,2021-11-07 16:16:01,48.27955818430856,46.272199454132945,4.869,4.579847668478592,46.1778651,6.1276643,69.70787509992832,1.5883220341867432,4.295606800230401
91,2021-11-07 16:16:02,51.58689621618126,49.40161681247589,4.159,3.319500768983127,46.1778508,6.1277201,145.06756700726066,-2.7214192587172104,1.900779464736141
92,2021-11-07 16:16:03,53.301611416606285,53.64835161087103,3.77,4.068310796539958,46.1778753,6.1277448,192.7155132940924,-3.968535405324076,-0.8954772325039002
93,2021-11-07 16:16:04,50.63761932204365,55.62881405065305,4.608,3.311348073655501,46.177911,6.1277332,225.1647792391583,-2.334733056774901,-2.348200932310639
94,2021-11-07 16:16:05,46.64432784666131,54.85114064241384,3.175,2.974509011324413,46.177932,6.1277027,221.901624728673,-2.2139050704339,-1.9865367345098777
95,2021-11-07 16:16:06,44.24114369772888,52.57304231020299,2.176,2.0665633161899777,46.1779519,6.1276769,275.8950156415256,0.21224845970680806,-2.0556348243728095
96,2021-11-07 16:16:07,41.96943472444331,50.65287507812553,2.269,2.242211855536202,46.17795,6.1276502,289.7956816313572,0.7593631744384771,-2.1097112538008127
